author,text,time,votes,cid
@꿉냥이,마음에병이 제일 힘든거 같다,1개월 전,0,UgyG1ispku0eNZa1As94AaABAg
@nstory2939,"와이프와 내가 동시에 우울증이 온적이 있었다.
2년 넘게...
와이프는 산후 우울증이 심각할 정도로 왔었고, 난 애초에 삶에 미련이 사라지고 있었다.
둘 다 대화가 없어지고, 어쩌다 말을 하더라도 곱게 나오지 안았다. 서로 돌아볼 마음의 여유가 없었다.
그러다가 둘 다 각자 다른 병원에 가서 상담을 받고 처방을 받고, 6개월 이상 약을 복용했었다.
와이프는 몇번이나 약이 맞지 않아 점점 더 심각해지다가 병원을 옮겼고,
다시 처방을 받은 약이 다행스럽게도 점차 효과를 나타내서 눈에 띄게 좋아지기 시작했다.
그 때 정말 서로 많이도 노력했던 것 같다.
그렇게 좋아질거라고 생각했었다.

근데 문제는 나였다.
해결할 수 없는 문제를 부여잡고 있듯 약을 먹어도 소용이 없었다.
그러다가 전세 대란이 터지고, 아이가 아프고, 하는 일은 또 미친듯이 바빠지기 시작했다.
눈 앞에 사건 사고가 연속으로 터지면서 그거 수습하느라 몇개월을 제정신이 아닌 상태로 살았다.
그런데 웃기게도 시간이 지나고 보니 우울증 그게 뭔지도 모르게 사라졌더라.
의사가 더 진행되면 입원을 해야 할 정도로 심각하다더니 현실의 문제가 결국 해결책이였다.
현실적인 문제를 하나씩 해결하면서 어느정도 안주할정도가 되자 마음이 편해졌다.
내가 겪었던 우울증은 마음에 여유가 없어서가 아니라 빈 공간이 너무 많아서였더건 같다.
텅 빈 마음을 어떤거라도 채워 넣어지면 우울증은 그곳에 틀어앉을 자리가 없어지는 것 같다.
바쁘게 살자.. 그게 오히려 정신건강에 좋은것 같다.",1개월 전(수정됨),1,Ugxt0UvfesvaUc_tNnR4AaABAg
@정하은-c6q,보는데 눈물이나네 나도조금 우울증인가...,1개월 전,0,UgyOVMhkwB3gCRfyF114AaABAg
@JJ-ov9ec,"저희 남편은 저런 남편이에요...
생각을 해보면 본인보다 저를 더 먼저 생각하고 제 마음이 편하게 살기를 바라는 것이 큰 사람이라 적극적으로 도움을 주려고 노력하더라구요.",1개월 전,54,UgwlyaK49W3Uht4GV6t4AaABAg
@아루루-y5v,남편이 너무 다정해서 현실감이 하나~도 없는 영상이네요,1개월 전,1,Ugz1zSm3isakrKuB7EF4AaABAg
@몽글밍글-o5x,"누군가는 의지박약이다. 누군가는 그냥 너가 물러서. 착해서. 잊으면 되는 거라고 말을 합니다. 하지만 우울증은 쌓이다쌓이다 사람들이 버려서 쌓여진 짐(저에겐 상처)이 뭉개져 빠져나오기를 포기하는 것과 같습니다. 저는 우울증이 심해 심리치료도, 상담도, 약도, 심지어 종교적 도움도 받아봤지만 가장 도움이 된 건 땀 흘리는 운동이었습니다. 
저는 심리적으로 제가 아주 큰 깊은 헌겨울 얼음이 있는 호숫가 위에 밧줄도 없이 무엇도없이  물 안으로 잠식되는 걸 느꼈습니다. 그 물안에 한기와 냉기가 제 심장을 찌르는 듯했어요. 
우울증이 처음에 자살로, 충동적 자해로 이루어졌습니다. 커튼을 보며 의자를 끌고 갈 정도로 청소년 시절 저는 상처가 없는 곳이 없어 손을 가리고 다닐 정도로 심각했습니다. 계속된 의미없는 말들과 형식적 위로와 저의 우울증이 겹쳐져 있었습니다. 하지만 시간이 흘러 무기력, 무감동(무감정)을 고체화 되었습니다. 저는 이제 감정의 형태를 잘 모르는 지점까지 이어졌습니다. 다행히 I라는 가면을 쓸 수는 있지만 쉽지 않네요. 그렇다고 매일매일이 어둡지는 않아요. 다만 삶의 재생버튼이 정지되어있는 기분, 굳이 삶의 미련이 있는 가는 아닌 기분입니다. 그래도 살아가려 합니다.",1개월 전,0,Ugx9phO25dlnJ9BEGBx4AaABAg
@이정희-h7t4f,"우울증 걸린 사람이
이런 드라마를 만들어야 현실감있지요. 병 안걸린 사람은 몰라요ㅠㅠㅠ",1개월 전,0,Ugx_owCEp39H4qwrV5V4AaABAg
@Marine661th,"남편
아내
할매
손녀
배우이름 아시는분~~~",1개월 전,0,UgzUAl7J0i_nEcrEZLJ4AaABAg
@randAA,힘들었겠다 지금은 괜찮아?,1개월 전,0,UgybrrfFZeE6v09gF8R4AaABAg
@뀽여,그동안 고생 많으셨네요 약은 우울증에서 오는 증상들에 비하면 이점이 훨씬 많다고 해요 치료시작 하신건 잘하셨어요 여태 지원도 없고 책임지기만 했던 상황에서도 버티신것도 대단하시고요 그나마 가족이 이해하기 시작해서 다행이고 앞으로 자신도 생각하면서 행복하시기를 ❤,1개월 전,0,UgxhgSI4jd9xNU_T3q54AaABAg.ARRQMuJGmKLARiqq-50ZGu
@root.haesun,"제가 요새 이런 상태인 것 같습니다. 저도 현실이 해결해줄까요....?,",3주 전,0,Ugxt0UvfesvaUc_tNnR4AaABAg.ARQwrBTeqKBARvXcZxEqtY
@nstory2939,"​ @root.haesun 현실이 저를 점점 몰아갔던것 같았어요.
그런데 참... 아이러니하게도 제 성격의 문제인지.. 그것때문에 나를 더 몰아세웠던건지 몰라도 '책임감'이라는 것 때문이라도 눈 앞의 문제를 천천히 조금씩 하나씩 해결하다보니 어느센가 제 스스로의 문제는 저 멀리 있더군요.
스스로를 돌아보지 못할정도로 현실의 무게가 너무 컷던 탓일지는 몰라도 그게 현답은 아닐지는 몰라도 적어도 저에겐 그게 해결책이였나 봅니다.",7일 전,0,Ugxt0UvfesvaUc_tNnR4AaABAg.ARQwrBTeqKBASiLLZh9GJ9
@kokococo1468,유니콘을 만나셨군요,2주 전,1,UgwlyaK49W3Uht4GV6t4AaABAg.ARQA-qcbSfkASMzHWdqg_4
@ell-nice1,세상에 정말 존재하는군요!!! 전설에만 있는줄 알았는데.,4일 전,1,UgwlyaK49W3Uht4GV6t4AaABAg.ARQA-qcbSfkASq6pc8QKar
@마음의상처-m5y,나두 이런 따뜻한 말 한마디만 해줬더라면 남편을 밀어내는 일은 없을텐데... 그렇게 내가 손 내밀었을땐 쳐다보지도 않더니 내가 약 먹고 병원 입원치료하니까 그때서야 잘해주려고 하면 뭐가 달라지나? 에휴~~😢,1개월 전,1,UgwFrWmynVQnHual2TV4AaABAg
@Miwon_ri,테니스 추천합니다. 사람마다 다르겠지만 저는 테니스가 많이 도움이 되고 있습니다.,1개월 전(수정됨),0,UgySlQRgof6N-gZYZEl4AaABAg
@극한초보-g3g,저런남편이 있는데 우울증이 왜걸릴까요,1개월 전,0,Ugz5UlcNgIxkhIRFKgd4AaABAg
@je-vq2sx,텃밭,1개월 전,0,UgzXpx88yT2a-bDOSk94AaABAg
@toyouasd,애초에 저런 남편있으면 우울증이 생길까 너무 비현실적이다,1개월 전,0,UgyRwdwE0mWANsTS2fF4AaABAg
@방리아-isu,저런남편이 있으면 우울증 안생깁니다 공감 안됌 ㅋㅋㅋㅋ,1개월 전,0,UgyVN1avikZUjrdwwMV4AaABAg
@dudu-wu6bn,대체  우울증에 왜 걸림?,1개월 전,0,UgyGME-w-KfmRU2VOSZ4AaABAg
@에디레이,"우울증에 관해 이겨내는 영상에  저런 남편이 있으면 우울증이 없겠네, 남편때문에 우울증이 생기네 이런 남녀갈등이나 일으키고 참 대한민국이 병이 많이 들었다. 진짜..",1개월 전,0,UgzNKlk82QO5DZPiwbZ4AaABAg
@serene5333,"진짜 보면서 답답해 뒤지는 줄 알았네 직접 겪은 경험과 주변에 우울증인 사람들 많이 둔 입장에서, 이게 무슨??이라는 느낌밖에 안 듦. 1. 우울증은 약으로 치료 안됩니다. 일시적 증상 완화임. 2. 우울증은 원인이 있고 그게 해결되어야 호전됩니다. 근데 그게 안되니 우울증이 걸리는거겠죠? 3. 말 다 하라고 하는데 누가 계속 들어줄 수 있는 사람 있을까요? 절대 없습니다. 우울증 걸린 사람들 보면 말이 되는 말과 말이 안 되는 말도 많이 섞여 있습니다. 이해의 영역이 아님. 그리고 그걸 받아 주는 사람도 신이 아님. 4. 근본적으로 우울증이 많다는 건 사회의 문제일 가능성이 높음. 지금 굉장히 희망적으로 보이게 하려고 애썼는데 저런 방법들은 노력의 일환이지 해결 방법이 아니죠. 조금 더 인간의 기본 욕망과 본능에 대한 관철이 필요함. 어휴 진짜 무슨 대단한 메시지가 있을까 싶어 봤는데 정부기관에서 예산 집행해서 만든다는 영상이 겨우 이런거라니 진짜 열받네요...",1개월 전,7,UgwET3ydDoC70GQY2qh4AaABAg
@우석기-q5y,이게 우리보던 드라마보다 더욱 몰입되고 마음이 와닿는게 오히려 이런게 더 많이 나왔으면좋겠다,1개월 전,2,UgzyUEg6KQsOR2OBe594AaABAg
@qbckurvxmkaoirovnsbsjr,"ツレがうつになりまして
일본영화 생각나네",1개월 전,0,UgyJeqsPM1PkRHsHdy54AaABAg
@youngheeh.692,"짜장면먹고 웃음소리 들으니 편해진다.
나도 얼른 그러고싶다. 내 짝꿍에게 행복을 주고 싶다.",1개월 전,0,UgzTKvg7KVjNBvBYlSh4AaABAg
@brucelee3057,돈만 있으면 우울증 싹 사라질 것 같은데 ㅜㅜ,1개월 전,0,UgzWnwv5T4KamDTVynx4AaABAg
@lmnophjh,"우울증환자가 아기낳으면  아이도
우울증 환자 됩니다
내병을 안다면
많은 시행착오를 겪지않아도 되는데...",1개월 전,1,UgyeFz0dOt5nkBKIHDN4AaABAg
@doaa8105,우리집 남편놈도 내가 우울증 약 과다복용으로 쓰러져있었는데 자는줄 알고 출근함.. 출근시간 다돼도 안일어나는 사람 두고 그냥 나가버림,1개월 전(수정됨),0,UgxMT_e2I9FWqOt6brl4AaABAg
@coverman_,나를 죽이지 못하는 고통은 나를 더 강하게 만든다. 나는 하루하루 더 강해진다.,1개월 전,0,UgyxnK6MEINxApjrf0R4AaABAg
@coverman_,불안장애도 다뤄주세요.,1개월 전,0,UgzWp2Je6orj8qufuxV4AaABAg
@coverman_,"운동이 굉장히 중요합니다. 땀 흘리면서 높은 강도로 일주일에 2번 이상 운동하면 살짝은 나아집니다. 맛있는 거 많이 드세요. 낮에 졸려도 꾹 참고 저녁에 잠자고요. 스트레칭 자주 하고, 숨을 천천히 길게 내쉬고 들이켜주세요. 그리고 주변 정리 꾸준하게 하고 정돈해주세요. 그러다 보면 10년, 20년 흘러갑니다. 그러다 보면 흘러가요. 괜찮아지는지는 모르겠습니다. 버텨내는 중입니다.",1개월 전,1,Ugw6DhIBKe5D5RHIjKF4AaABAg
@bbinninni,"배경으로 깔리는 노래 제목 아시는 분
‘다 지나가는 거야 다~’ 이런 가사인 거 같은데..",1개월 전,1,UgwgM_3aB1_QPUkxTrx4AaABAg
@하모콩,저런 남편있음 얼마나 좋을까..난 남편놈 때문에 우울증걸렸어요..,1개월 전,7,UgxEobZVfrrqIySwOY54AaABAg
@뀽여,원인이요? 우울증 걸릴정도면 그 원인이 쌓이고 쌓여서 찾을수 없고 해결할수 없는일이라 못 낫는거고 그래서 약물치료로 망가진 뇌기능부터 고치는 거임 원인은 절대 바꿀수 없고 당사자의 생각이 바뀌어야 되는데 그게 안되니까 약물과 인지와 행동치료 다각적으로 접근 해야돼요,1개월 전,1,UgwET3ydDoC70GQY2qh4AaABAg.ARMZQ7Hwp_3ARioU6tycdy
@yoon-e3n,피터팬컴플렉스 - 내일의 뉴스,1개월 전(수정됨),0,UgwgM_3aB1_QPUkxTrx4AaABAg.ARJnVrQKGBiARNQDBiDmIC
@bbinninni, @yoon-e3n 너무 감사합니다,1개월 전,0,UgwgM_3aB1_QPUkxTrx4AaABAg.ARJnVrQKGBiARNQiKWOiCF
@해피미니-k5o,"저런 아내있음 얼마나 좋을까..난 아내년 때문에 우울증걸렸어요..

이러면 빡치지 않음?",3주 전,1,UgxEobZVfrrqIySwOY54AaABAg.ARJg5JQgscMARvpaQm95xo
@옹아-w6r,"저런 남편 어딨냐는 댓글 엄청 많은데 저런 남편들 생각보다 많습니다.
저도 심각한 우울증으로 자살시도까지 해봤었습니다 지금도 나아가는 과정에 있고요.
영상에서 남편이 하는 대사 저희 남편도 똑같이 한 적이 있었는데 현실 고증이 잘 반영된것같았어요ㅎㅎ
한 댓글을 봤습니다 저런 남편이 있는데 왜 우울증이 걸리냐고 우울증은 병입니다
생활이 가난하고 힘들어서, 외로워서, 일이 힘들어서 이래서 우울증이 걸리는 게 아니에요
우울증은 그냥 병입니다 종류도 다양해요 한없이 힘든 사람이 있고 힘들었다 너무 밝았다 하는 사람도 있고요
쉽게 말하면 뇌에서 도파민, 아드레날린? 이런 사람들이 자극을 받는 호르몬 같은 것들이 안 나오는 병입니다.
의지의 문제가 아니라 치료의 문제인 거죠.
제가 우울증이라고 알렸을 때 의지 문제다, 게을러서 그렇다, 살만하니깐 그렇다 진짜 지겹게 들었습니다
보너스로 나도 우울하다 우울증이다 우울증 검사받아 봐라, 상담받아봐라 이런 소리 들었다는 사람들 진짜 많았습니다
상담받으세요 현대인들 스트레스 많이 쌓여 우울감이 쌓이고 상담 필요한 거 맞습니다
그런데 그런 사람들 우울증이라고 진단 쉽게 못 받습니다.
제발 인식이 조금이나마 더 나아졌으면 좋겠습니다. 작은 지식이 다른 사람에게 상처를 덜 줄 수도 있어요.
유튜브에서 말해주는 지식 댓글에 카더라 지식 말고 정말 과학적 근거에 의한 지식을 접해주세요.",1개월 전,28,Ugz_490BzTLyVLdtKrd4AaABAg
@jp-sq3fd,영상 보는 내내 미간이 찌푸려져 있었는데 왜 그랬는지 댓글보고 깨달았네요..역시 영상속 삶과 현실은 괴리감이 넘 커요 ㅠㅠ 진짜 댓글대로 이 영상이 없던 우울감을 불러 일으키다 댓글보고 힘을 내네요..😂😢,1개월 전,6,Ugx-s3rbF3PtKzPi1TF4AaABAg
@포천야채청년,난 식스센스로 남편이 우울증이고 아내가 말 잘듣는 사람 인줄 알았는데 진짜 자상한 남편이었자너,1개월 전,1,UgyTji23ZOhbEJyBFsZ4AaABAg
@user-cj8ts8zg8z,우울증99는 남편때문이죠,1개월 전,1,UgzTkuZSXTKG5GY43BN4AaABAg
@3Hwan,너무 사실적이라 지나온 모습이 생각나네요.. 배우자에게 감사해야합니다.,1개월 전,0,UgxZOI2L5miP9mcuLht4AaABAg
@sshhkim,다 똑같네 이런 남편이 있다니 가능한건가?,1개월 전,0,UgyOLU-I3cIdEST_L1F4AaABAg
@정은숙-c9o,"50세에 우울증 진단 받았고 지금 64세 
아직 병원 다니고 있습니다만 많이 좋아져서 즐겁게 살고 있습니다 
저는  세레토닌인가 뭐 그런 호르몬 부족이라고 하더라고요 
ㅎㅎ 이 영상 처럼 이해 잘 해주는 배우자 드물겁니다 
제 남편은 3개월만에 집에 들어 오기 싫다고 했어요  그 때 받은 상처가 아직 아물지 않고 있어요 ㅋㅋ",1개월 전,10,UgyUxcgwWZogs5AF3V94AaABAg
@바나나나나-t5x,"보는데 짜증난다 아이를 가지고 급하게 단약
모유수유 안하면 미래의 나에게 죄책감이란 짐을 줄까 
약 먹을 생각도 못한다 
나는 너무 힘든데 혼자서 버겁게 일하는 남편에게 미안해 오늘도 참고 울고보채는 아기랑 하루종일 보내는데 
미뤄두고 못본 척하는 감정들이 올라와서 축 처지네",1개월 전,0,UgwXr5hbM_DrPqHdZSt4AaABAg
@오렌지-b3l,"지 처먹은 밥그릇도 안갇다놓는 노미이랑
살고있어요",1개월 전,0,Ugxbyk5vG43iamdfN9R4AaABAg
@skyclou-o9w,남편도 너무 힘들겠다.  환자 가족과 있으면 나도 아파집니다. 서로 아끼며  양보하고 이겨내야 합니다.  감사하는 마음도 중요하고,1개월 전,52,UgzOM39BURazDYsWm3R4AaABAg
@쪼리퐁-z6q,남편놈 외도로 우울증 불안 공황장애 까지 와서 약 먹는걸 알면서도 전혀 달라지지 않는 놈 때문에 내가 왜 이래야 하나 하며 다니던 병원 원장님들 께서 제게 그러더군요 본인 잘못 아니고 그동안 잘 살아계신게 살아가는게 대견하다 고생 많았어요 라는 말씀에 펑펑 울었네요 정신과 약 끊고 꼬박 날 보살피고 매일 나가는 시간에 짧던 길던 두번씩 산책 하며 절 돌보니 이혼 준비를 하고 있더군요 감정을 들어내고 할말 다하니 가슴에 맺힌 응어리가 풀리고는 있지만 공황장애 는 한번씩 훅훅 찾아와 힘들지만 잘버티고 있네요 모두들 잘견디고 잘 지내봐요 주위에 좋은사람이 있으니 잘견디고 지내봐요,1개월 전,2,Ugwt12K2SzAvsbNH2m94AaABAg
@handle_dhk,유튜브 광고 10초 보고도 건너뛰기에 손이 안 가서 10분째보다가 이거 무슨 영화인데 이렇게 감정선을 잘 잡아서 만들었지..하고 원본 들어오니까 보건복지부네..진짜 거의 드라마 영화 감독급인데..대단하네요..,1개월 전,44,Ugyo4vRcfsjyI2n0DH94AaABAg
@사랑이-v4i,저도 우울증 걸렸다가 겨우 신랑덕분에 회복한케이스 진짜 우울증 무서운게 살고싶지가않더라구요 그리고 나만 시간이 안흐르는 거같은 느낌 공허하고 심해속으로 빨려들어가는거 같은 그래도 그때마다 신랑 보면서 버텼어요 나없으면 이사람혼자 어떻게살까싶어서 한번도 밥상도 제대로차려준적이 없는데 그때마다 너가 내밥차릴려고 결혼했냐고 내걱정은 하지말라고 해요 그리고 정신차렸을때쯤 5년이란시간이 지나있더라구요 진짜 신랑이 절살려줬네요,1개월 전(수정됨),0,UgxnAchkkMptRBnOJbF4AaABAg
@Y_eonnnnn2,광고보다가 흥미진진해서 여기까지 와버렸네요,1개월 전,2,Ugw5jeIuyCzZgGkI-Sh4AaABAg
@청개구리-u4k,판타지,1개월 전,0,UgwJg7V9XGzKQvKZDDd4AaABAg
@nicholhaeun,의지의 문제래요 의지가 없어서 이렇게 약한 사람이라서 미래가 없을것같고 이런 내가 계속 살아가는게 맞을까 싶어요~내가 죽으면 이 감정소모들이 다 끝나고 내 주변사람들도 좋아지겠지,1개월 전,1,UgygW43FAcOEo4COMX94AaABAg
@경란이-r7c,내 우울증은   남의편이 원인,1개월 전,1,UgweN_epFC5h23yUlt94AaABAg
@qkfma19,부럽다 저런남편 ㅠㅠ 실존하다니 ㅠㅠㅠ,1개월 전,0,UgxbjISMA06iuA0ZGG94AaABAg
@gyuboonpark28,많은 사람들이 봤으면 좋겠네요❤,1개월 전,0,Ugyf7DyQC_LM5Gnc8Wl4AaABAg
@daviddavid-xr9oo,비꼬는 댓글들 많은데 이런 분들은 어차피 우울증이랑 1도 상관 없는 인생을 살아오신 분들ㅎㅎ영상 잘 봤어요 위로가 됩니다 좀 더 따뜻한 세상이 되게 저도 기여를 하고 싶어지네요,1개월 전,0,Ugxr_KvbfAtTSkI7cJN4AaABAg
@최성민-x3m,세상에서 가장 무서운건 무관심?,1개월 전,0,Ugw9WdmNHkZELMusT4J4AaABAg
@호호-s7u,힘든분들이 많구나,1개월 전,0,Ugyur87WdfoM921-eq94AaABAg
@우경옥-z2v,우울증 걸린 시간도 있네...,1개월 전,0,UgySAVzWXyziBEeOsUN4AaABAg
@슈크림-s7g,등 따숩고  배가 불러서 걸리는 병이라고 생각하는 남편이랑 사는우울증 걸린 아내입니다. 그냥 병원에 가서 꼬박 꼬박 약을 타서 먹습니다.,1개월 전,13,UgxZXcNep6JFhg2Lz0J4AaABAg
@iru7044,좋은 드라마 감사합니다..,1개월 전,1,UgyGF9ZmORe9pGpKwcB4AaABAg
@김용채-y4r,"계속 먹먹했다가 나중에 희망을 주네요...
모든 우울증환자 분들 힘내세요!! 이겨내실 수 있을거에요",1개월 전,0,UgzTcG5zzM3I_moVr_J4AaABAg
@ユキ-z7z,나 우울증 심했을때 저남편 반의반만이라도 신랑이 날대해줬다면 이혼안했을텐데 지금도 우울증약 먹고있지만 둘이있을때 그외로움이 없어서 지금이 훨씬좋다,1개월 전,30,UgxFXJXgwtLvSy5mDnl4AaABAg
@눈사람-f3w,"저는 졌어요. 우울증은 너무 강하네요.
그저 침대감옥에서 유튜브만",1개월 전,0,UgyHzbl9JNnn_AmIF6d4AaABAg
@이태원미친호랑이-j9j,댓글로 본인들 배우자 깎아내리는거 보니까 인생 참 불쌍하다 ㅋㅋㅋ 평생 배우자한테 먼저 고마워 고생했어 미안해 이 세단어는 한번도 안하는 분들일듯..저 세단어에 인생이 바뀌는데..참..다들 배우자 깎아내리면서 정말 열심히들 산다,1개월 전,2,Ugx0iE9Q8WKjhiiMuCZ4AaABAg
@채가-y1o,우울증을 걸리게하는 내 남편도 있다,1개월 전,0,Ugyti1v9JEK3LyFBR8t4AaABAg
@jk..7707,"한국이 미쳐날뛰는 자살률을 낮추기 위해 당장 바껴야 할 인식
1. 모든 사람은 감기에 걸려봤다. 무조건. 근데 그거 아는가? 우리가 흔히 걸리는 감기 때문에 매년 많은 사람들이 죽는 다는 것을. 모든 사람은 살면서 어느 순간 우울해 본적이 있다. 근데 그거 아는가? 그 우울한 감정이 2주 넘게 매일 매일 지속이 되고, 내 안에 블랙홀 같은게 있어서 나를 빨아드리는 기분, 미칠듯한 무기력증, 온갖 부정적인 생각과 지독히 고통스런 정신적 고통이 마치 나를 묶어두고 고문하는 것 같기에 어떻게 해도 도망갈 수 없고, 어떻게 해도 빠져나갈 수 없는 함정에 갇힌 기분,, 그래서 죽고 싶어서가 아니라, 더이상 고통 받기 싫어서 삶을 스스로 끝내 드디어 해방되고 싶은 마음. 우울감과 우울증은 너무너무 다른 것이다. 
2. 누군가 우울증이 심해져서 죽었으면 좋겠다면 이런 말을 해봐라.  의지가 약해서 그래, 운동 좀 해 그래야 낫지, 뭐라도 좀 해, 야 다들 힘들어 왜 징징대.
이렇게 말하는 건 = 난 니 힘든거 별로 관심없고 이해도 안되고 공감도 못하겠어, 별로 이해할 노력 하고 싶지 않고, 니가 나약한거야.
3. 모든 우울증이 방에서 못나가고 침대에만 있는게 아닙니다. 폐암이라고 하면 일반인들은 그냥 다 똑같은 폐암인줄 알지만, 암에 걸려본 사람은 압니다. 똑같은 폐암도 사실 종류가 굉장히 많다는 것을.
우울증도 다 똑같은 우울증이 아닙니다. 밖으로 잘 돌아다니고 맨날 웃고 밝아 보여도 중증 우울증일 수 있고, 기분 좋은 일이 있으면 기분 좋아지는 우울증도 있고, 등등 많습니다.
저래야만 우울증 환자인건 아닙니다.",1개월 전,4,Ugwl-YnnuwiJ-6Jkn9p4AaABAg
@붕붕이-e8h,조그마한 관심 하나가 꼬리에 꼬리를 물고 희망을 가지고 오는것 같네요.  날 믿어주는 사람이 있다는건 굉장한 행운이네요. 영상 감사합니다.,1개월 전,2,UgxuA5WJiZMW3Dz6f0l4AaABAg
@nalinchoi9365,헐 이런 비현실적 드라마는 뭐임;;;,1개월 전,8,UgwXcr-hp2719iFyWL54AaABAg
@친절맘-j2l,"저렇게 곱상한우울증 잘없다
나 20년넘게 25년?우울증인데 결혼하고 잘지내다가 출산하고 재발을했다
아이가 5살인데 놔두고 혼자 포항을 가서 약을먹었는데 신랑이 실종신고해서 경찰이 들어오는것까지 희미하게 기억이 난다
그리고 지금 아이가 15살
그 동안 스물번을 넘게 입원을 했고 백번도 넘게 묶였다
속이고 결혼을 한건 아니지만 처음 재발했을때 워낙 크게 사건을 벌여서 신랑이 내게 많이 실망해서 끊은술을 마셨다고한다
그런데도 일주일에 두번 나를 보러 면회를 오고 항상 웃으며 나를 격려했다
내가 묶일짓을해서 묶이는경우가 많고 위험한 환자라 보호자가 상시 붙어있어야한대서 두달을 장사를 쉬면서 내곁에 붙어있으며 친정집이 병원비를 내야했다
잘지낼때면 잘지낸다
그와중에 난 사무직으로 경력이 많다 아프다가 자살시도도하고 입원하고 퇴원하면 딱 저렇게 곱상하게 우울증 수준이다
저정도면 거의 낫고 곧 회복 전단계이다
심할때는 착한내남편에게 쌍욕도하고 칼을들고 가까이 오지마라고도한다
그럼 신랑이 나를 꽉 안는다
그러지말자고 꽉 안는다
그럼 진정이되고 응급으로 입원한다
지금 다니는병원은 보호자가 못들어오고 분위기가 억압적이지 않다
그래서 쉽게 스스로 입원하고 쉽게 퇴원도 해준다
약도 좋아져서 고비가오면 내가 할말을 정리해서 신랑 편으로 카톡을 보낸길 교수님이 보고 약을 조절하기도한다
난 직장때문에 한동안 직접 못갔다
저런신랑 있다
내남편이다
내가 15층에 올라갔을때 뛰어서 날따라 올라왔는데 엘리베이터 속도만큼 뛰어왔더라
숨을 못쉬면서 내 팔부터 잡더라
내게 아침저녁으로 매일 약을 챙겨주고 혹시 약으로 쓸데없는짓 할까봐 숨겨놓는다
ECT도 수차례 받으면서 부작용 으로 기저귀를 차야할때도 신랑이 밤마다 일어나서 침대위에 김장비닐을 깔고 누운 이불을 살펴보다가 이불로 소변이 새면 내가 짜증을내고 화를내는데 단한번도 화를 안내고 이불을 바꿔주고 기저귀를 갖다준다
약때문에 체중이 백키로에 육박했어도 괜찮다고 약먹자 했다
지금은 사람이다됐다
그래도 고비가 온다
스트레스를 받으면 감정조절이 힘들어 쏘아부으면 
우리그러지말자 한다
미안하고 고맙고
드라마에 그런 고마운 남편이 내남편이다.",1개월 전(수정됨),31,UgyUrv9ppZzHXjyIc1p4AaABAg
@이성희-g1n1v,현실엔 없는 남편,1개월 전,3,UgzO8_ADCp8SmeuH4Cl4AaABAg
@MoonDari-l4g,"엄마가 우울증 약을 거의 반평생 드시는데.. 진짜 아빠가 그 원인의 8할인데요. 맨날 술마시고 짜증내고 엄마 무시하고 소리지릅니다. 뭐가 그렇게 혼자 힘든지... 엄마는 평생 돈벌고 자식 건사하고 시부모까지 모시고 살았어요. 아무리 생각해도 엄마가 바보도 아니고 왜 저렇게 살까 했는데 바보같은 성격은 맞더라구요. 
그러다 산후우울증 오고 초등학생 시절 봤던 엄마는 늘 방에서 안나오고 책만 읽었어요. 4남매를 키우느라 쉬지도 못하고 남편은 자꾸 보증빚 만들어오고... 시부모 시집살이에..
다행이 4남매 모두 엄마 속 썩인 자식은 없습니다. 그나마 엄마가 자식 때문에 버티고 삽니다. 
우울증 약 6년째 먹고 있어요. 그나마 지금은 그래됴 소리도 지르고 싸우기라도 해서 다행이란 생각이 듭니다. 
아빠랑 단둘이 지내는데 엄마 자존감 킬러 아빠가 너무 원망스러워요.
그나마 멀리사는 제가 이틀에 한번씩 1시간씩 사소한 수다 전화 하는게 전부더라구요.
그래도 자녀들이 엄마를 사랑하는 마음이 커서 그나마 버티고 있습니다.
가족 중 남편이나 아내가 아니더라도 우울증 환자를 지지해주고 응원해주는 사람이 있으면 결국은 나아지더라구요. 
싸우기도 하고 울기도 하면서 같이 나아가는 길인 것 같아요.
다들 꼭 이겨내시기를... 안 괜찮으면 안괜찮게 또 살아가는 법이 있더라구요.",1개월 전,0,UgyXmRIxgUVa95xJx0t4AaABAg
@포뇨포뇨-g1d,우울증을 10년째 앓고 있습니다.저런 남편이 있었다면 이혼을 안했을까. .라는 생각을 하지만. .저런 남편도 지칩니다.그리고 우울증은 전염됩니다.자신과 잘 맞는 의사선생님을 찾고 꾸준히 치료 받는게 중요합니다.저런 사람이 옆에 있으면 무조건 힘을 내보아야 합니다.,1개월 전,0,Ugx9J693NdrNooE0Jdl4AaABAg
@강민구-y8b,저런 남편 있나????,1개월 전(수정됨),0,UgzuIQpxKV1jFujyF4B4AaABAg
@tvbektv5684,아파트라면 저런 이웃이 있기 힘들지,1개월 전,0,UgxaxupILMjmcR51rhB4AaABAg
@gloire-v9c,보건복지부 장관 사퇴 하세요,1개월 전,5,UgyTCnvZ0MvVcEyaHbB4AaABAg
@bbinninni,내년엔 더 행복하세요,1개월 전,3,UgyUrv9ppZzHXjyIc1p4AaABAg.AR72BgTMU_vARJneyqUTyv
@Abo-w8f,새해엔 남편분과 보다 더 행복하시길 바랍니다,1개월 전,3,UgyUrv9ppZzHXjyIc1p4AaABAg.AR72BgTMU_vARMg7pmzdaG
